Generation,Best Fitness,Worst Fitness,Best Fitness So Far
1,672767.0,1861379.0,672767.0
2,711081.5,1642237.5,672767.0
3,1047694.0,1860298.5,672767.0
4,769142.0,1311388.5,672767.0
5,939749.5,1999254.0,672767.0
6,856212.5,1784697.5,672767.0
7,363703.5,1748464.0,363703.5
8,642003.5,1522827.0,363703.5
9,693512.0,1572941.0,363703.5
10,1000831.0,1789800.5,363703.5
11,812212.0,1723965.5,363703.5
12,638950.0,1655440.0,363703.5
13,948023.0,1793215.0,363703.5
14,711024.5,1818188.0,363703.5
15,690479.5,1630707.5,363703.5
16,886367.0,1948988.0,363703.5
17,677997.0,1888370.5,363703.5
18,939544.0,2693763.0,363703.5
19,820600.0,2149822.0,363703.5
20,916476.0,1513551.5,363703.5
21,970174.5,1587598.0,363703.5
22,938977.5,1632340.0,363703.5
23,691927.0,1512299.0,363703.5
24,874142.5,1491101.5,363703.5
25,750311.0,1639032.0,363703.5
26,765366.0,1833888.0,363703.5
27,559658.0,1539670.5,363703.5
28,553088.5,1563231.0,363703.5
29,646652.5,2248716.0,363703.5
30,703461.0,1403053.5,363703.5
31,684527.0,1508005.0,363703.5
32,832895.0,1700580.5,363703.5
33,742970.5,1606564.0,363703.5
34,810661.0,1676927.0,363703.5
35,856089.5,1758383.5,363703.5
36,711452.0,1741043.5,363703.5
37,832102.0,1884597.5,363703.5
38,595676.0,1729646.0,363703.5
39,1072856.0,1761180.5,363703.5
40,724994.5,1492706.0,363703.5
41,625618.0,1703659.5,363703.5
42,653222.0,1822737.5,363703.5
43,763956.5,2224994.5,363703.5
44,619165.5,1887329.0,363703.5
45,703816.0,1760379.0,363703.5
46,821321.0,1440759.0,363703.5
47,738933.5,1663278.0,363703.5
48,923052.5,1784465.0,363703.5
49,814480.0,1641221.5,363703.5
50,682206.5,1706594.5,363703.5
51,800856.0,1377121.5,363703.5
52,556023.0,1390957.0,363703.5
53,696685.0,1742265.0,363703.5
54,621066.5,1635742.5,363703.5
55,1000814.0,1615313.0,363703.5
56,711978.0,1620622.0,363703.5
57,881450.5,1990013.0,363703.5
58,818949.5,2033620.5,363703.5
59,1087262.0,1668357.0,363703.5
60,787651.0,1663785.5,363703.5
61,892848.5,1518605.0,363703.5
62,804336.0,1559315.0,363703.5
63,484614.5,1508583.5,363703.5
64,734648.5,1917506.0,363703.5
65,759084.5,1680780.5,363703.5
66,561992.0,1794313.0,363703.5
67,789677.5,1735329.5,363703.5
68,579755.0,1770317.0,363703.5
69,721857.5,1400493.0,363703.5
70,686985.5,1662355.5,363703.5
71,959913.5,1807373.5,363703.5
72,892534.5,1370915.0,363703.5
73,854367.0,1965544.0,363703.5
74,875243.5,1600709.0,363703.5
75,906986.5,2151922.5,363703.5
76,946228.0,2032095.5,363703.5
77,473339.0,1431211.0,363703.5
78,633188.5,1945554.0,363703.5
79,915443.5,2410314.0,363703.5
80,406836.0,1796040.0,363703.5
81,693899.0,1730400.5,363703.5
82,997315.0,1780654.0,363703.5
83,794246.0,1944021.0,363703.5
84,859525.5,1938101.5,363703.5
85,996425.0,2157971.5,363703.5
86,816228.0,1966166.5,363703.5
87,862985.0,1888316.0,363703.5
88,670556.0,1723323.5,363703.5
89,676648.0,1788560.0,363703.5
90,997626.5,1507603.0,363703.5
91,722038.0,1450159.5,363703.5
92,823770.0,1823854.0,363703.5
93,787036.5,1392868.0,363703.5
94,829566.5,1654124.5,363703.5
95,890137.5,1626329.5,363703.5
96,741902.5,2150556.0,363703.5
97,737458.5,1551343.5,363703.5
98,918067.5,1786846.0,363703.5
99,845418.5,1772909.5,363703.5
100,946446.5,1434099.5,363703.5
101,635987.5,1469632.5,363703.5
102,636102.0,2070598.5,363703.5
103,610597.5,1570765.0,363703.5
104,703261.5,1692020.5,363703.5
105,767167.0,1437920.0,363703.5
106,900433.0,1650870.5,363703.5
107,790289.0,1591102.0,363703.5
