Generation,Best Fitness,Worst Fitness,Best Fitness So Far
1,549735.0,1819125.0,549735.0
2,806547.5,1736082.0,549735.0
3,944281.0,2096246.0,549735.0
4,694495.0,1674140.0,549735.0
5,1074678.0,1747407.5,549735.0
6,764771.0,1550982.0,549735.0
7,806494.5,1641957.0,549735.0
8,821690.5,1545625.5,549735.0
9,733024.5,1543374.5,549735.0
10,678085.0,1586364.5,549735.0
11,777263.0,1788708.0,549735.0
12,681455.0,1655738.0,549735.0
13,755549.0,1464235.0,549735.0
14,721113.5,1433833.0,549735.0
15,972928.5,1720971.0,549735.0
16,806683.0,1885582.0,549735.0
17,878887.5,1598033.0,549735.0
18,456820.0,1671602.0,456820.0
19,674757.5,1575180.0,456820.0
20,792451.5,1725509.5,456820.0
21,600151.5,1467949.5,456820.0
22,698245.5,1634228.0,456820.0
23,722486.5,1689576.5,456820.0
24,884438.0,1631983.5,456820.0
25,1084765.5,1964267.5,456820.0
26,731420.5,1673725.5,456820.0
27,603515.5,2001691.5,456820.0
28,733475.0,1639674.0,456820.0
29,692356.0,1517901.0,456820.0
30,789282.0,1571566.5,456820.0
31,648675.0,2122513.5,456820.0
32,923709.0,2109515.5,456820.0
33,547401.0,1932203.0,456820.0
34,619291.5,1785249.0,456820.0
35,984819.0,2006752.0,456820.0
36,820233.0,1778670.5,456820.0
37,1020827.0,1768045.5,456820.0
38,917892.0,1804621.0,456820.0
39,474866.5,1387998.5,456820.0
40,792373.0,1700478.0,456820.0
41,814855.5,1714558.5,456820.0
42,652062.0,1693646.5,456820.0
43,687901.0,1363158.0,456820.0
44,760324.5,1646531.0,456820.0
45,766862.0,1770477.5,456820.0
46,789395.0,1452700.0,456820.0
47,810734.5,2000890.0,456820.0
48,961026.5,1858148.0,456820.0
49,867130.0,2148209.5,456820.0
50,1062854.5,1672524.5,456820.0
51,893715.5,2063678.0,456820.0
52,859453.0,1579440.5,456820.0
53,767653.0,1836096.5,456820.0
54,879450.0,1728560.5,456820.0
55,787597.5,1923926.5,456820.0
56,959923.5,2101748.0,456820.0
57,680403.0,1597597.0,456820.0
58,629572.0,1398089.0,456820.0
59,833759.0,1736543.5,456820.0
60,703713.0,1692613.5,456820.0
61,907154.5,1584531.0,456820.0
62,823797.5,2281850.5,456820.0
63,482926.0,1607864.0,456820.0
64,743793.5,2414031.0,456820.0
65,881509.0,1627569.5,456820.0
66,786096.5,1747127.5,456820.0
67,627802.5,1674101.5,456820.0
68,918081.0,1547785.5,456820.0
69,772041.5,1384546.0,456820.0
70,959061.0,1772600.5,456820.0
71,758239.5,1534715.0,456820.0
72,850820.5,1947279.0,456820.0
73,775475.0,1455228.0,456820.0
74,1064427.0,1562040.0,456820.0
75,1048142.0,1664681.0,456820.0
76,728328.5,2029070.0,456820.0
77,587575.0,1750213.0,456820.0
