Generation,Best Fitness,Worst Fitness,Best Fitness So Far
1,801896.0,1527256.0,801896.0
2,999015.0,1671797.0,801896.0
3,885475.0,1691009.5,801896.0
4,675034.5,1393350.5,675034.5
5,703933.5,1811911.5,675034.5
6,631492.5,1810253.5,631492.5
7,637315.5,1827030.0,631492.5
8,862488.0,2165783.0,631492.5
9,649103.5,1357076.5,631492.5
10,713678.5,1821471.0,631492.5
11,861845.0,1952346.5,631492.5
12,898442.5,1699529.5,631492.5
13,959494.5,1733795.5,631492.5
14,676731.0,1908466.0,631492.5
15,869226.5,1683471.0,631492.5
16,782793.0,1456960.5,631492.5
17,634610.0,1586405.5,631492.5
18,926037.0,1755091.5,631492.5
19,756756.5,1443225.5,631492.5
20,854470.0,1837192.5,631492.5
21,884652.0,1672604.5,631492.5
22,927185.5,2048458.5,631492.5
23,901633.5,1863524.5,631492.5
24,1046757.5,1509423.0,631492.5
25,613712.0,2027099.5,613712.0
26,824043.0,1624158.5,613712.0
27,693894.0,1664278.5,613712.0
28,879837.0,1699381.5,613712.0
29,794316.5,1965086.0,613712.0
30,663605.0,1416087.0,613712.0
31,599689.0,1425758.0,599689.0
32,813819.5,1680406.5,599689.0
33,845156.0,1523318.0,599689.0
34,873505.0,1517575.5,599689.0
35,821115.5,2054036.0,599689.0
36,596585.5,1628468.5,596585.5
37,804452.5,2256810.0,596585.5
38,1045491.5,1796201.0,596585.5
39,630094.0,1431145.5,596585.5
40,672652.5,1426242.5,596585.5
41,761734.5,1627948.0,596585.5
42,967457.5,2138616.5,596585.5
43,461099.5,1738142.5,461099.5
44,759932.5,1532666.0,461099.5
45,621199.5,1904372.5,461099.5
46,978160.0,1683574.0,461099.5
47,453883.0,1696506.5,453883.0
48,735370.5,1676948.0,453883.0
49,791831.5,1453447.5,453883.0
50,616536.5,1499006.5,453883.0
51,781528.0,2107934.5,453883.0
52,952024.5,1684767.0,453883.0
53,772108.0,1693005.5,453883.0
54,608606.5,1834853.5,453883.0
55,615200.5,1722789.0,453883.0
56,575261.0,1741267.0,453883.0
57,853921.5,1910169.0,453883.0
58,766814.0,1805282.0,453883.0
59,744175.0,1668669.5,453883.0
60,509732.5,1378396.0,453883.0
61,672782.0,1497924.5,453883.0
62,772117.0,1650840.5,453883.0
63,975585.5,1619649.0,453883.0
64,866139.0,1785164.0,453883.0
65,741985.5,1784139.0,453883.0
66,764586.0,1994715.0,453883.0
67,687979.0,1746705.5,453883.0
68,635060.5,1644674.0,453883.0
69,723880.5,1667865.0,453883.0
70,535567.0,1600900.0,453883.0
71,787301.5,1648541.5,453883.0
72,590394.0,1972306.5,453883.0
73,852508.5,1772239.5,453883.0
74,837369.5,1856499.0,453883.0
75,643016.5,2116948.0,453883.0
76,731207.0,1758826.5,453883.0
77,868260.5,1944069.0,453883.0
78,741575.5,1500467.0,453883.0
79,868367.0,1870865.0,453883.0
80,928919.5,1904071.5,453883.0
81,916669.0,1355465.0,453883.0
82,544839.0,2003297.0,453883.0
83,918637.5,1899151.0,453883.0
84,749902.0,1539856.5,453883.0
85,699176.5,1823788.5,453883.0
86,736585.0,1289243.5,453883.0
87,599571.5,1869725.5,453883.0
88,958915.5,1908102.5,453883.0
89,899402.0,1816992.5,453883.0
90,877629.0,1455934.0,453883.0
91,777979.0,1779795.5,453883.0
92,738485.5,1564931.5,453883.0
93,480017.0,1505227.5,453883.0
94,827288.0,1550648.0,453883.0
95,737922.5,1618500.0,453883.0
96,991380.5,1796404.0,453883.0
97,911856.0,1567177.0,453883.0
98,686619.5,1175539.5,453883.0
99,522316.0,1513192.5,453883.0
100,920747.0,2253701.0,453883.0
101,975570.5,1803839.0,453883.0
102,737052.0,1741097.0,453883.0
103,817026.5,1517543.0,453883.0
104,608097.5,1869338.5,453883.0
105,497186.0,2009520.5,453883.0
106,599561.5,1680946.0,453883.0
107,561790.5,1536137.0,453883.0
108,732365.0,1950405.0,453883.0
109,797750.5,1931486.0,453883.0
110,734990.0,1760279.5,453883.0
111,1071101.5,1916010.0,453883.0
112,748889.0,1480026.5,453883.0
