Generation,Best Fitness,Worst Fitness,Best Fitness So Far
1,446289.0,2097430.0,446289.0
2,449210.0,2311017.0,446289.0
3,418892.0,1826187.0,418892.0
4,615431.5,2306713.5,418892.0
5,631254.5,2528699.5,418892.0
6,560615.0,2610095.0,418892.0
7,474731.5,1906196.5,418892.0
8,648517.0,2421814.0,418892.0
9,591450.5,2195729.5,418892.0
10,659605.5,2036868.5,418892.0
11,610065.0,2009950.5,418892.0
12,599061.5,1927692.5,418892.0
13,477338.0,2221411.5,418892.0
14,623389.5,1968249.0,418892.0
15,562947.5,1806325.5,418892.0
16,605589.5,1981015.5,418892.0
17,555847.0,2578212.0,418892.0
18,578765.5,2178492.5,418892.0
19,589362.5,2467712.5,418892.0
20,551532.5,2142044.5,418892.0
21,528617.0,2452225.0,418892.0
22,533641.5,2106169.5,418892.0
23,618715.5,2081155.0,418892.0
24,582008.0,2026362.5,418892.0
25,591173.5,1813611.5,418892.0
26,493078.0,2018696.0,418892.0
27,541634.0,2361581.5,418892.0
28,442415.0,2626100.0,418892.0
29,608577.0,2060172.0,418892.0
30,500209.0,2180719.5,418892.0
31,410166.5,1938857.5,410166.5
32,466462.5,1904527.5,410166.5
33,625271.5,2199459.5,410166.5
34,384128.0,2141927.0,384128.0
35,595616.5,1888738.0,384128.0
36,623770.0,2246470.5,384128.0
37,549137.5,1940358.5,384128.0
38,552681.0,1937969.0,384128.0
39,586307.5,2422324.5,384128.0
40,487656.0,2035815.0,384128.0
41,533046.0,2220690.0,384128.0
42,586161.0,1803070.0,384128.0
43,461172.0,2117426.0,384128.0
44,528058.5,2211552.0,384128.0
45,615057.0,2280971.0,384128.0
46,365816.0,1876008.0,365816.0
47,515060.0,2326786.5,365816.0
48,479646.5,2083378.0,365816.0
49,525982.5,1843287.5,365816.0
50,614854.5,2076426.5,365816.0
51,675526.5,2341021.0,365816.0
52,532161.5,2102561.5,365816.0
53,519635.0,2072922.5,365816.0
54,445457.5,2519596.5,365816.0
55,556262.0,2240245.0,365816.0
56,412299.0,1789520.5,365816.0
57,511602.0,2148854.5,365816.0
58,496921.5,1828368.0,365816.0
59,409941.0,1804660.0,365816.0
60,603937.5,2551672.5,365816.0
61,476149.5,1859074.5,365816.0
62,364696.5,1865970.5,364696.5
63,628502.5,1722706.0,364696.5
64,417683.0,2162808.0,364696.5
65,505860.0,2137412.5,364696.5
66,601425.0,1856536.5,364696.5
67,646397.5,2235088.5,364696.5
68,411333.5,1991757.5,364696.5
69,430810.0,1834572.5,364696.5
70,494480.5,2164531.0,364696.5
71,395461.5,1730801.0,364696.5
72,558187.5,1809414.0,364696.5
73,469060.5,1932792.0,364696.5
74,407535.5,1870923.0,364696.5
75,450419.5,1686829.0,364696.5
76,632122.5,1858268.0,364696.5
77,619567.5,2036864.0,364696.5
78,635399.0,1915159.5,364696.5
79,444451.5,1857448.0,364696.5
80,509782.0,2039640.5,364696.5
81,378442.5,2020707.5,364696.5
82,564024.5,1937977.5,364696.5
83,469535.0,2028023.0,364696.5
84,568476.0,1821686.0,364696.5
85,449649.0,1926866.5,364696.5
86,489249.0,1913661.5,364696.5
87,430380.0,1940689.0,364696.5
88,458075.0,1744757.5,364696.5
89,507216.5,1819827.5,364696.5
90,581680.5,1791964.5,364696.5
91,573756.0,1834580.5,364696.5
92,552630.0,1907503.5,364696.5
93,558209.0,2260219.0,364696.5
94,495065.5,1765121.0,364696.5
95,407915.0,2063774.5,364696.5
96,582717.0,1986141.5,364696.5
97,442723.5,1804089.0,364696.5
98,512484.5,1859842.5,364696.5
99,532061.5,1835011.5,364696.5
100,458465.5,1706414.5,364696.5
101,598332.0,1867421.5,364696.5
102,536018.5,1833651.5,364696.5
103,423571.0,1733710.5,364696.5
104,450369.0,1701347.0,364696.5
105,541897.5,1678715.0,364696.5
106,543108.5,1772688.5,364696.5
107,556045.5,1926227.0,364696.5
108,507094.0,1990465.0,364696.5
109,567227.0,2052767.5,364696.5
110,470086.0,1731341.0,364696.5
111,482262.0,2049769.5,364696.5
112,473622.5,1714356.5,364696.5
113,549414.0,1992033.0,364696.5
114,466663.5,1928207.0,364696.5
115,417144.5,1823373.5,364696.5
116,316752.0,1766371.5,316752.0
117,599900.5,1900852.0,316752.0
118,523743.5,1526449.5,316752.0
119,564981.0,1536353.5,316752.0
120,443510.0,2058191.0,316752.0
121,414023.0,1683293.5,316752.0
122,472483.5,1744510.0,316752.0
123,458305.5,1573759.0,316752.0
124,487793.0,1835818.5,316752.0
125,490279.0,1859608.5,316752.0
126,506387.0,1917802.5,316752.0
127,463278.5,1630812.5,316752.0
128,525496.5,1803740.0,316752.0
129,459973.0,1994287.0,316752.0
130,458552.0,1541079.5,316752.0
131,628487.0,1665482.0,316752.0
132,463368.0,1817683.5,316752.0
133,365579.5,1694247.5,316752.0
134,503568.0,1787467.5,316752.0
135,402213.0,1392262.0,316752.0
136,507610.0,1487066.0,316752.0
137,340853.0,1755714.5,316752.0
138,401070.0,2067630.0,316752.0
139,415168.0,1489449.5,316752.0
140,438803.5,1829193.0,316752.0
141,404360.0,1871808.0,316752.0
142,548419.0,2040050.5,316752.0
143,321535.0,1564258.5,316752.0
144,333534.5,1645671.5,316752.0
145,434233.0,1863449.5,316752.0
146,550585.5,1815706.5,316752.0
147,459765.5,1936087.0,316752.0
148,448587.0,1815637.0,316752.0
149,534877.5,1641043.0,316752.0
150,392215.0,1672122.0,316752.0
151,551206.0,1645202.5,316752.0
152,447464.0,1590382.5,316752.0
153,480835.5,1567550.5,316752.0
154,491278.0,1850166.0,316752.0
155,298216.5,1656533.5,298216.5
156,510225.5,1674134.0,298216.5
157,474622.5,1814188.0,298216.5
158,395824.0,1544272.5,298216.5
159,425291.5,1493262.0,298216.5
160,424820.5,1743207.0,298216.5
161,423967.0,1776243.5,298216.5
162,385106.0,1547054.5,298216.5
163,375646.0,1567436.0,298216.5
164,446824.5,2124802.0,298216.5
165,486254.0,1699149.0,298216.5
166,514509.0,1565920.5,298216.5
167,482825.0,1729664.5,298216.5
168,344684.5,1809814.0,298216.5
169,485156.5,1586606.5,298216.5
170,495076.0,1466697.5,298216.5
171,428705.0,1610844.5,298216.5
172,545347.5,1609812.0,298216.5
173,377033.5,1575165.5,298216.5
174,395531.0,1502973.5,298216.5
175,394464.5,1591343.5,298216.5
176,428497.5,1596830.0,298216.5
177,365716.0,1454689.5,298216.5
178,488649.5,1831326.5,298216.5
179,410130.0,1529070.0,298216.5
180,397427.0,1716365.5,298216.5
181,512361.5,1962285.5,298216.5
182,393683.0,1523206.5,298216.5
183,490973.0,1601209.0,298216.5
184,403483.5,1354723.5,298216.5
185,388247.0,1379570.5,298216.5
186,386457.0,1686036.5,298216.5
187,426319.0,1568113.0,298216.5
188,407999.5,1417206.0,298216.5
189,430106.0,1695309.0,298216.5
190,376130.5,1536492.5,298216.5
191,493959.0,1502735.0,298216.5
192,523433.5,1483068.5,298216.5
193,500849.0,1722695.5,298216.5
194,342229.0,1603903.0,298216.5
195,450689.0,1821786.5,298216.5
196,511652.5,1559813.5,298216.5
197,493419.0,1581767.0,298216.5
198,386593.0,1425557.0,298216.5
199,498901.0,1445000.5,298216.5
200,434697.5,1419176.5,298216.5
