Generation,Best Fitness,Worst Fitness,Best Fitness So Far
1,363703.5,1999254.0,363703.5
2,607951.5,2693763.0,363703.5
3,558272.5,2248716.0,363703.5
4,641580.5,1884597.5,363703.5
5,545783.0,2270471.5,363703.5
6,560930.5,2005504.0,363703.5
7,497937.5,2226769.5,363703.5
8,550011.5,2265383.5,363703.5
9,479610.0,1981862.0,363703.5
10,650424.5,1926153.0,363703.5
11,620120.5,2108647.5,363703.5
12,671251.0,2007568.0,363703.5
13,531873.5,2279182.0,363703.5
14,617971.0,2596024.5,363703.5
15,363744.5,2366631.5,363703.5
16,585000.0,2161014.0,363703.5
17,546272.5,2207314.5,363703.5
18,627043.5,1916314.5,363703.5
19,427472.5,2266345.0,363703.5
20,482259.0,2131716.5,363703.5
21,550331.0,2150835.0,363703.5
22,450909.5,1858162.5,363703.5
23,382675.5,2210692.0,363703.5
24,486033.0,1886399.0,363703.5
25,472500.5,2146709.5,363703.5
26,440227.0,2097617.0,363703.5
27,602470.5,1903950.0,363703.5
28,498069.0,2038161.5,363703.5
29,734566.0,2060695.5,363703.5
30,554979.0,2070024.0,363703.5
31,541288.0,2034687.0,363703.5
32,418882.0,2302386.0,363703.5
33,355371.0,2136017.5,355371.0
34,584771.0,2279735.0,355371.0
35,505054.5,2171022.5,355371.0
36,544864.5,2002020.0,355371.0
37,580692.0,2569390.5,355371.0
38,612606.5,2091009.5,355371.0
39,593838.0,2490441.0,355371.0
40,658602.0,2100409.5,355371.0
41,547870.0,2447220.0,355371.0
42,626003.0,2046993.0,355371.0
43,456888.5,2287838.0,355371.0
44,377513.0,2218468.5,355371.0
45,683990.0,2220385.5,355371.0
46,709854.0,2717846.5,355371.0
47,557168.5,2320389.0,355371.0
48,579531.0,1975200.5,355371.0
49,580938.0,2047890.0,355371.0
50,455712.5,2159909.5,355371.0
51,513661.0,2333323.5,355371.0
52,419965.0,2315031.0,355371.0
53,537240.0,2011591.5,355371.0
54,619941.5,2125103.5,355371.0
55,499375.5,2042461.0,355371.0
56,476533.0,2257527.0,355371.0
57,540903.0,1927619.5,355371.0
58,492445.5,2210776.5,355371.0
59,566377.0,2074210.0,355371.0
60,574310.0,1951704.5,355371.0
61,555649.5,1996539.0,355371.0
62,648818.0,2050994.5,355371.0
63,528393.0,1984642.0,355371.0
64,437976.5,1915651.0,355371.0
65,640767.0,1988818.0,355371.0
66,591071.5,1985132.5,355371.0
67,686853.5,2185666.5,355371.0
68,550816.0,1915099.5,355371.0
69,582262.5,1838726.5,355371.0
70,673345.5,2015392.5,355371.0
71,503615.5,2064790.5,355371.0
72,637366.0,1880898.0,355371.0
