Generation,Best Fitness,Worst Fitness,Best Fitness So Far
1,672767.0,1861379.0,672767.0
2,711081.5,1642237.5,672767.0
3,1047694.0,1860298.5,672767.0
4,769142.0,1311388.5,672767.0
5,939749.5,1999254.0,672767.0
6,856212.5,1784697.5,672767.0
7,363703.5,1742611.5,363703.5
8,642003.5,1522827.0,363703.5
9,813973.5,1572941.0,363703.5
10,989954.5,1777942.5,363703.5
11,770932.0,1733909.0,363703.5
12,463715.5,1737060.5,363703.5
13,912752.5,1772751.5,363703.5
14,672260.0,1898630.5,363703.5
15,892081.0,1975662.0,363703.5
16,744964.0,1776462.5,363703.5
17,670991.0,1847823.0,363703.5
18,580845.5,2336383.0,363703.5
19,780621.0,2177604.0,363703.5
20,783497.0,1767351.5,363703.5
21,803939.5,2240225.5,363703.5
22,903557.0,1650092.0,363703.5
23,664871.0,1661955.5,363703.5
24,844322.5,2151874.5,363703.5
25,629625.0,1755849.5,363703.5
26,467917.0,1695160.0,363703.5
27,641448.5,1852512.5,363703.5
28,660608.0,1832171.5,363703.5
29,857616.5,1905772.5,363703.5
30,709321.5,1942187.0,363703.5
31,941287.5,1467780.5,363703.5
32,950669.0,1538200.0,363703.5
33,793616.5,1738338.5,363703.5
34,601051.0,1853435.0,363703.5
35,896031.0,1918513.0,363703.5
36,555857.0,1738795.5,363703.5
37,756326.5,1494259.0,363703.5
38,530831.0,1567396.5,363703.5
39,509117.5,1704295.0,363703.5
40,761734.0,1736183.5,363703.5
41,525795.0,1504246.0,363703.5
42,835091.5,1745462.0,363703.5
43,653915.5,1576075.5,363703.5
44,808772.5,1391862.0,363703.5
45,698006.0,1291112.5,363703.5
46,601774.5,1571210.0,363703.5
47,605366.5,1834636.0,363703.5
48,649471.0,1301487.0,363703.5
49,624462.5,1655733.0,363703.5
50,589126.5,1513357.5,363703.5
51,537418.5,1314494.0,363703.5
52,907526.5,1621646.0,363703.5
53,726718.5,1547006.0,363703.5
54,540471.5,1523469.5,363703.5
55,808618.5,1414057.5,363703.5
56,399895.5,1312284.5,363703.5
57,523748.0,1585175.0,363703.5
58,660224.5,1274776.0,363703.5
59,629404.5,1203525.5,363703.5
60,619661.5,1378344.0,363703.5
61,518474.5,1368772.0,363703.5
62,696783.5,1362664.0,363703.5
63,519258.0,1450794.5,363703.5
64,391945.0,1294402.5,363703.5
65,631674.0,1531774.0,363703.5
66,459015.5,1065818.0,363703.5
67,400690.0,1250431.5,363703.5
68,469399.5,1698913.5,363703.5
69,553505.0,1322407.0,363703.5
70,429003.5,1274674.5,363703.5
71,396576.5,1097897.0,363703.5
72,497324.5,1124519.0,363703.5
73,581526.0,1157900.5,363703.5
74,465146.5,1355408.5,363703.5
75,586296.0,1234571.5,363703.5
76,380760.5,1234179.5,363703.5
77,610235.5,1059492.5,363703.5
78,558679.5,1103152.0,363703.5
79,522381.5,960620.5,363703.5
80,584724.0,1012390.5,363703.5
81,495792.5,888618.0,363703.5
82,559420.5,1109506.0,363703.5
83,366923.5,910922.5,363703.5
84,535568.0,1021095.5,363703.5
85,280328.0,955524.5,280328.0
86,558668.5,895859.0,280328.0
87,465456.5,968629.0,280328.0
88,442250.5,1111770.5,280328.0
89,524687.5,1019229.0,280328.0
90,436546.5,1367927.0,280328.0
91,420054.0,832836.0,280328.0
92,400841.0,810771.5,280328.0
93,438034.0,775504.5,280328.0
94,420680.5,962874.0,280328.0
95,370985.5,1025508.5,280328.0
96,338560.5,766157.5,280328.0
97,261137.5,911249.0,261137.5
98,268559.5,957621.0,261137.5
99,473804.5,751569.5,261137.5
100,273487.5,793786.5,261137.5
101,273470.5,777025.0,261137.5
102,285189.0,761352.5,261137.5
103,234661.5,694279.0,234661.5
104,205008.0,659054.0,205008.0
105,310527.0,749683.5,205008.0
106,276133.5,766057.0,205008.0
107,275108.5,719421.0,205008.0
108,208571.0,721836.5,205008.0
