Generation,Best Fitness,Worst Fitness,Best Fitness So Far
1,549735.0,2096246.0,549735.0
2,456820.0,1885582.0,456820.0
3,603515.5,2001691.5,456820.0
4,493638.5,2122513.5,456820.0
5,484584.0,2111072.5,456820.0
6,519995.5,2029337.5,456820.0
7,548416.5,2429492.5,456820.0
8,592887.0,2710865.0,456820.0
9,588313.5,1906944.5,456820.0
10,464641.5,2234581.0,456820.0
11,574075.5,2039182.5,456820.0
12,536894.0,2965199.0,456820.0
13,558348.5,2148842.0,456820.0
14,561743.0,2095628.5,456820.0
15,418851.5,2177628.5,418851.5
16,548399.0,2565499.0,418851.5
17,370890.0,1968544.5,370890.0
18,660457.0,2103633.5,370890.0
19,578292.5,2131774.5,370890.0
20,611422.5,1977551.5,370890.0
21,582987.5,1973448.5,370890.0
22,594041.5,2272892.5,370890.0
23,419642.0,2173306.0,370890.0
24,525566.5,1881562.0,370890.0
25,567447.5,2393474.5,370890.0
26,541244.0,2281911.0,370890.0
27,625948.0,2021720.5,370890.0
28,502697.5,2201601.5,370890.0
29,437430.5,1798916.0,370890.0
30,574077.0,2140205.0,370890.0
31,411377.5,1845229.0,370890.0
32,540604.5,2042266.0,370890.0
33,504442.5,2270816.5,370890.0
34,509548.5,1965941.5,370890.0
35,554290.0,2405337.5,370890.0
36,496627.0,2340830.5,370890.0
37,423876.5,2088352.0,370890.0
38,438226.5,2247869.5,370890.0
39,581234.5,2215825.0,370890.0
40,444187.0,2138360.5,370890.0
41,515123.5,1827670.5,370890.0
42,578939.0,2179101.0,370890.0
43,523813.0,2136478.0,370890.0
44,609809.0,2287093.5,370890.0
45,486325.5,2052520.5,370890.0
46,618713.0,2457117.0,370890.0
47,668417.0,2073945.0,370890.0
48,671454.5,1963304.0,370890.0
49,616965.5,2032566.5,370890.0
50,481744.0,2131998.5,370890.0
51,472524.5,2391931.0,370890.0
52,473653.0,2102943.0,370890.0
53,587458.0,2113114.0,370890.0
54,494217.0,2266572.5,370890.0
55,591450.0,2214818.5,370890.0
56,357382.0,2157388.0,357382.0
57,606869.0,2287010.0,357382.0
58,674308.5,2539954.0,357382.0
59,416174.0,2130010.5,357382.0
60,486062.0,1980906.0,357382.0
61,439198.0,2458098.5,357382.0
62,580276.0,2010269.5,357382.0
63,510341.0,2295297.0,357382.0
64,460570.5,1819494.5,357382.0
65,665211.0,2301595.0,357382.0
66,466634.5,2036180.5,357382.0
67,439840.5,1936798.5,357382.0
68,722571.5,2482313.5,357382.0
69,468840.0,1930863.0,357382.0
70,574248.5,2250296.5,357382.0
71,402624.0,1975750.5,357382.0
72,530713.0,1839519.0,357382.0
73,535068.0,2053704.5,357382.0
74,610421.5,1913586.0,357382.0
75,588876.0,2062799.0,357382.0
76,461654.0,2399252.5,357382.0
77,622290.0,1893786.5,357382.0
78,576181.0,2216061.0,357382.0
79,603071.0,2153884.5,357382.0
80,436740.0,2094430.5,357382.0
81,470367.0,1821446.5,357382.0
82,606521.5,2048997.0,357382.0
83,577276.5,2094245.0,357382.0
84,698882.0,1993628.5,357382.0
85,683274.5,2033610.5,357382.0
86,536515.5,2069791.0,357382.0
87,520718.5,2236829.0,357382.0
88,665901.5,2311669.0,357382.0
89,479134.5,1925722.5,357382.0
90,589732.0,1824954.5,357382.0
91,547454.0,2122887.0,357382.0
92,555061.5,2007247.5,357382.0
93,643358.5,2325697.5,357382.0
94,565059.5,2300302.5,357382.0
95,571669.0,2330106.0,357382.0
96,535916.0,1920770.0,357382.0
97,547682.5,2389672.5,357382.0
98,576887.0,2065833.0,357382.0
99,637358.0,2053348.5,357382.0
100,574072.5,2440517.0,357382.0
101,616585.5,2004214.5,357382.0
102,595787.5,1899003.0,357382.0
103,569047.5,2433766.0,357382.0
104,560472.5,2471416.0,357382.0
105,608543.5,2525919.0,357382.0
106,564635.5,2013677.5,357382.0
107,600818.0,2024024.0,357382.0
108,565404.5,2314747.0,357382.0
109,632468.5,1917251.0,357382.0
110,510498.5,1988301.0,357382.0
111,507505.5,2126183.5,357382.0
112,486714.0,1874668.0,357382.0
113,683307.0,2373201.0,357382.0
114,544492.0,1991924.5,357382.0
115,481563.0,2158650.5,357382.0
116,406590.0,1940514.0,357382.0
117,571079.0,2155649.5,357382.0
118,633067.0,2268903.5,357382.0
119,517189.5,2266314.0,357382.0
120,656904.5,2071283.0,357382.0
121,342631.0,2159350.5,342631.0
122,613056.5,2138386.0,342631.0
123,490642.0,2009848.5,342631.0
124,615411.0,2236118.5,342631.0
125,536094.0,2003501.0,342631.0
126,482077.0,2074980.5,342631.0
127,617496.0,2060459.5,342631.0
128,544683.0,1966194.0,342631.0
129,456246.0,2071375.0,342631.0
130,549012.0,2071681.0,342631.0
131,575788.5,2107475.0,342631.0
132,409157.5,2629021.5,342631.0
133,641392.0,2097575.5,342631.0
134,638350.5,2076779.5,342631.0
135,600667.0,2089017.5,342631.0
136,460559.0,1899156.0,342631.0
137,543648.0,2187447.0,342631.0
138,610255.5,2110813.5,342631.0
139,485204.5,1972893.0,342631.0
140,388347.5,1985725.5,342631.0
141,588268.5,2378253.0,342631.0
142,504405.0,1831193.5,342631.0
143,636677.5,1984451.5,342631.0
144,567588.0,1945765.0,342631.0
145,504696.0,1999246.0,342631.0
146,466682.0,1910228.0,342631.0
147,464625.5,2221785.0,342631.0
148,556187.5,2351327.0,342631.0
149,554822.0,1996218.0,342631.0
150,430134.5,2192647.0,342631.0
151,560883.0,2071186.0,342631.0
152,751864.0,1928624.5,342631.0
153,544868.5,2084712.5,342631.0
154,641057.0,2067379.0,342631.0
155,649534.0,1931273.5,342631.0
156,506158.0,1846797.0,342631.0
157,590605.5,2372241.0,342631.0
158,580376.0,1979684.5,342631.0
159,614010.0,2090907.5,342631.0
160,401691.5,2048051.0,342631.0
161,562722.0,2046291.5,342631.0
162,627657.5,1898110.0,342631.0
163,542598.5,2113927.0,342631.0
164,709836.0,2139963.0,342631.0
165,563657.5,1898700.5,342631.0
166,548299.5,2045144.5,342631.0
167,553249.5,2165983.5,342631.0
168,578424.5,2209010.0,342631.0
169,522990.5,1918010.0,342631.0
170,540947.0,1936199.5,342631.0
171,306865.0,2068539.0,306865.0
172,573706.5,1874580.5,306865.0
173,557687.0,2337509.0,306865.0
174,582672.5,2025337.5,306865.0
175,461222.0,2004044.0,306865.0
176,505329.0,1973727.0,306865.0
177,555102.5,2472398.5,306865.0
178,520248.0,1936647.0,306865.0
179,462234.0,2198125.0,306865.0
180,650043.5,2015095.0,306865.0
181,538369.5,2070015.5,306865.0
182,540469.0,2139654.0,306865.0
183,578339.5,2201205.5,306865.0
184,616878.5,2218388.5,306865.0
185,466691.5,1893621.5,306865.0
186,644063.5,1957965.5,306865.0
187,518590.0,2197080.0,306865.0
188,460504.0,2103571.5,306865.0
189,621758.0,1987794.5,306865.0
190,553871.5,1980383.0,306865.0
191,700276.0,2300756.5,306865.0
192,621150.5,2350436.0,306865.0
193,602844.0,2165740.5,306865.0
194,649333.0,1809412.5,306865.0
195,385208.0,2147284.5,306865.0
196,630027.0,1829318.0,306865.0
197,458169.5,1981441.5,306865.0
198,538216.0,2127489.5,306865.0
199,466739.5,2058662.5,306865.0
200,461577.0,2181921.5,306865.0
