Generation,Best Fitness,Worst Fitness,Best Fitness So Far
1,631492.5,2165783.0,631492.5
2,634610.0,1952346.5,631492.5
3,613712.0,2048458.5,613712.0
4,599689.0,2256810.0,599689.0
5,420171.0,2273137.0,420171.0
6,582521.5,2043436.0,420171.0
7,594741.5,2316441.0,420171.0
8,381479.0,2241085.0,381479.0
9,692572.5,1874004.5,381479.0
10,274672.5,1978290.0,274672.5
11,422830.0,2267008.5,274672.5
12,366819.0,2004977.0,274672.5
13,616791.0,2097787.0,274672.5
14,638796.5,2151045.5,274672.5
15,609812.0,2220970.0,274672.5
16,550592.5,2161389.0,274672.5
17,501274.0,1963610.0,274672.5
18,576429.0,2175670.0,274672.5
19,581854.0,2035948.5,274672.5
20,493823.0,2648285.0,274672.5
21,536325.5,1992917.5,274672.5
22,571296.0,2235867.0,274672.5
23,557452.5,2097703.0,274672.5
24,486169.0,2008674.5,274672.5
25,686232.5,2040821.5,274672.5
26,611893.5,1987502.5,274672.5
27,651800.5,2187903.0,274672.5
28,574365.5,1970916.0,274672.5
29,569470.5,1812544.0,274672.5
30,583637.0,2184549.5,274672.5
31,567255.5,2107194.0,274672.5
32,673138.0,2025894.5,274672.5
33,565449.5,2284605.0,274672.5
34,432774.0,2040410.5,274672.5
35,412440.5,2428926.5,274672.5
36,450892.0,2198250.0,274672.5
37,520658.5,2459549.5,274672.5
38,584824.0,2240013.0,274672.5
39,698769.0,1987552.0,274672.5
40,504475.0,2202423.0,274672.5
41,403021.5,2347646.5,274672.5
42,646654.5,2094837.0,274672.5
43,514420.0,1935169.5,274672.5
44,545455.0,2058669.0,274672.5
45,640596.0,2017195.5,274672.5
46,478234.0,2152426.5,274672.5
47,494340.0,1919023.0,274672.5
48,450925.5,2281544.5,274672.5
49,469648.5,1817690.0,274672.5
50,416630.0,2760012.5,274672.5
51,451132.5,2058962.5,274672.5
52,600195.5,1871168.5,274672.5
53,479752.0,2103632.5,274672.5
54,560313.5,2068495.0,274672.5
55,463170.0,2534411.0,274672.5
56,418522.0,2150939.0,274672.5
57,598176.5,1973012.0,274672.5
58,610986.5,2212308.5,274672.5
59,432637.5,2149182.0,274672.5
60,477380.5,2243929.5,274672.5
61,558691.5,1801564.0,274672.5
62,485542.0,1889857.5,274672.5
63,644862.5,2214458.0,274672.5
64,613677.0,2183061.5,274672.5
65,639414.0,1840595.0,274672.5
66,340630.0,2572152.5,274672.5
67,432136.5,1801217.0,274672.5
68,498009.5,1932981.0,274672.5
69,442774.5,1935228.0,274672.5
70,458331.0,2155638.0,274672.5
71,521449.0,1895048.5,274672.5
72,558803.5,1739438.5,274672.5
73,406745.5,1959442.0,274672.5
74,468121.5,1599816.5,274672.5
75,486205.5,1932049.0,274672.5
76,432142.0,2043471.0,274672.5
77,448069.0,2300597.5,274672.5
78,534843.5,2128739.0,274672.5
79,450103.0,2164187.5,274672.5
80,457786.5,1717085.5,274672.5
81,298802.0,1939172.0,274672.5
82,463514.5,2040383.5,274672.5
83,413239.5,1850240.5,274672.5
84,478244.5,1722123.5,274672.5
85,408674.5,1920136.5,274672.5
86,576244.0,1866182.0,274672.5
87,403230.5,2117117.0,274672.5
88,541663.0,1959817.0,274672.5
89,399215.5,1856738.0,274672.5
90,547893.5,1932016.0,274672.5
91,557046.5,1829712.5,274672.5
92,443710.0,2120052.5,274672.5
93,628297.0,1735731.5,274672.5
94,593247.0,1801233.5,274672.5
95,446251.5,1938535.5,274672.5
96,600766.0,1860260.5,274672.5
97,458283.0,1829755.5,274672.5
98,553415.5,1790590.0,274672.5
99,329186.0,1803853.0,274672.5
